제목,본문,답변
상간녀 소송걸때 모텔 출입하는 블랙박스 영상은 효력이 없나요,"지난번에 상간녀 소송을 위한 증거 수집에 대한 질문글을 올린 적이 있었는데 그때 지식인 답변으로는 남편과 상간녀가 모텔에 출입한 블랙박스 영상, 카톡, 상간녀 번호, 이름, 주소, 통화기록 등 정도만 있으면 된다고 답변을 받았는데
대한법률구조공단에 전화해서 물어보니 직접적인 성행위를 증명할 수 없으면 효력이 없다고 하네요

그럼 제가 모은 증거들은 전부 다 효력이 없는건가요?
상간녀 소송 걸려면 어떻게 해야하나요","안녕하세요. 서울지방변호사회-네이버 지식iN 상담 변호사 송재성 입니다.
상간녀에 대하여 위자료 청구소송을 진행하는 경우 상간녀는 통상적으로 외도 사실을 부인하는 것이 보통이므로 소송을 진행하기 전에 관련 증거 수집을 철저하게 해야 하는데 반드시 성관계가 있었어야 부정행위에 해당하여 위자료 청구소송을 할 수 있는 것은 아니고 성관계는 없었다고 하더라도 호감을 갖고 정신적인 교류를 나눴다면 충분히 부정한 행위에 해당하여 상간자에게 위자료를 청구할 수 있습니다. 법원 역시 각 구체적 사안에 따라서 그 정도와 상황을 참작하여 이를 평가할 수 있다고 언급한 바 있습니다.
특히 사안의 경우 남편분과 상간녀의 모텔 등 숙박업소 출입 사실은 불륜 증거로서 충분한 증거가 됩니다. 대한법률구조공단 문의 대상의 경우 대부분 변호사가 아니기 때문에 정확한 상담이 어렵다는 점을 인지하셔야 합니다.  
상간녀 소송 청구 금액의 산정의 경우 상간녀가 배우자를 만난 기간, 이혼 여부, 상간녀의 경제력, 사회적 지위, 상간녀의 태도 등에 따라 달라질 수 있습니다
위 같은 사례의 경우 남편의 외도 행위로 인하여 심적으로 매우 고통스러움에도 불구하고 소송 과정과 비용에 있어 어려움이 많을 것으로 예상하여 나 홀로 소송을 준비하는 경우가 많지만, 상간녀 소송에서 귀하가 승소할 경우 상대방에게 「변호사 보수의 소송비용 산입에 관한 규칙」에 규정된 기준에 의한 일정 변호사 선임비용도 청구할 수 있으므로 법률조력을 받아 소송을 진행하시어 질문자님께서 받으신 피해에 대해서 상간녀 위자료 청구 소송을 통해 배상받는 것이 실익이 있겠습니다.
보다 세부적인 답변을 원하신다면 관련 자료를 종합 · 정리하여 변호사와 직접 상담을 하여 보시기 바라며 상담이 필요하시다면 일과시간에는 네임카드의 번호로, 긴급상담의 경우 프로필 클릭 후 기재되어 있는 휴대전화로 문의하시면 상담 도와드리겠습니다."
상간녀 상간남 소송에 대해,"상간녀 상간남 소송에 대해 궁금해서요

소송에 걸려면 꼭 변호사를 선임 해야 하나요?


증거도 다 가지고 있어요

그리고 상간녀 상간남 소송에 걸면 법적으로 이력이 남아 있나요?","안녕하세요. 서울지방변호사회-네이버 지식iN 상담 변호사 송재성 입니다.
간통죄가 폐지되어 배우자 및 상간자의 부정행위에 대한 책임은 민사법정에서 다툴 수밖에 없습니다. 즉, 가정법원에 이혼을 청구하면서 위자료를 함께 청구할 수 있고 상간자에 대해서도 혼인파탄에 대한 책임을 물어 가정법원이나 민사법원에 손해배상 소송을 제기할 수 있습니다. 따라서 해당 소송에서 귀하께서 승소한다고 하더라도 판결문 등이 기록으로 남게 될 뿐, 전과 이력에는 해당하지 않습니다.
상간자에 대하여 위자료청구소송을 진행하는 경우 상간자는 통상적으로 배우자가 있다는 것을 몰랐다거나 교제기간이 짧고 깊은 관계까지는 이르지 못했다고 주장하는 것이 보통입니다. 따라서 소송을 진행하기 전에 관련 증거 수집을 철저하게 해야 합니다. 
위자료청구소송의 경우 금전적인 이득을 목적으로 하기보다는 먼저 귀하의 억울함을 해소하고 상간자를 법적으로 응징하는데 목적이 크기 때문에 변호사에게 분명하고 정확한 법리적 조력을 받으셔서 사건을 해결해 나가는 것이 바람직합니다. 특히 이혼 절차를 함께 진행할 경우 실익에 관하여 탐지해 보는 것이 좋으며, 전화 또는 방문 상담을 진행하여 귀하께서 원하는 방향이 무엇인지 및 어떤 방향으로 진행이 가능할지 여부를 확인해야 할 것으로 보입니다.
보다 세부적인 답변을 원하신다면 관련 자료를 종합 · 정리하여 변호사와 직접 상담을 하여 보시기 바라며 상담이 필요하시다면 일과시간에는 네임카드의 번호로, 긴급상담의 경우 프로필 클릭 후 기재되어 있는 휴대전화로 문의하시면 상담 도와드리겠습니다."
상간녀소송,"남편의 외도를 알게 되었는데요~  남편과 상대방 카톡 내용밖에 증거가 없습니다.
내용은 미비하지만 그 내용에 애정이 듬뿍 담긴 내용도 있고, 와이프 친구네 갔다는 내용은 있지만 아이에 대한 내용은 없고
대신 아이얼굴이 카카오톡 프로필사진이 되어있어요~  거래처사람이라 결혼한것도 다 알고 아이도
있다는걸 다 알겠죠~ 그런데 상대방 여자는 돌싱인지 아이와 남편은 없는듯 보입니다.
게다가 부동산사무실 대표라 하는데 모두들 그정도면 말발 보통은 아닐거라 하네요~
상간녀소송에서 이길수 있을까요? 여기저기 검색해도 막상 제일이 되다보니 마음이
놓이질 않아요!  아직까지는 모르는척 하고 상간녀소송만 우선 들어가려고 하는데
이 사람들이 어떻게 나올지 만만한 사람들이 아니니 혼자 싸우려니 너무 벅찹니다.
아직 아이가 5살이라 손이 많이 필요한데 멘탈이 약한 제가 무슨 정신으로 할지 막막합니다.
언제부터인가 카톡도 비번 걸어놓고 핸드폰을 제가 만질라 하면 난리나는 사람처럼 주머니에
놓고 바닥에 내려놓지도 않고, 툭하면 시비 걸어 싸움을 유도해 일부러 나가버리고 늦게오고
그러더라구요~
먼저 남편한테 말을 하고 소송 들어간다고 해서 만남을 녹취라도 더 해야 하는건지 아님 소송해놓고
상대방에게 전달되기전에 녹취를 위해 그 때 말을 해야 할지 어떤게 저한테 가장 유리한건지
잘 모르겠습니다.","안녕하세요. 서울지방변호사회-네이버 지식iN 상담 변호사 송재성 입니다.
상간녀에 대하여 위자료 청구소송을 진행하는 경우 상간녀는 통상적으로 외도 사실을 부인하는 것이 보통이므로 소송을 진행하기 전에 관련 증거 수집을 철저하게 해야 합니다. 
반드시 성관계가 있었어야 부정행위에 해당하여 위자료 청구소송을 할 수 있는 것은 아니고 성관계는 없었다고 하더라도 호감을 갖고 정신적인 교류를 나눴다면 충분히 부정한 행위에 해당하여 상간자에게 위자료를 청구할 수 있습니다 법원 역시 각 구체적 사안에 따라서 그 정도와 상황을 참작하여 이를 평가할 수 있다고 언급한 바 있습니다만 정확한 판단의 경우 질문자님께서 보유하신 남편분과 상대방의 카톡 내용을 확인해 봐야 합니다. 추가적인 증거수집 관련해서도 먼저 보유하신 증거의 검토가 선행되어야겠습니다.
상간녀 소송 청구 금액의 산정의 경우 상간녀가 배우자를 만난 기간, 이혼 여부, 상간녀의 경제력, 사회적 지위, 상간녀의 태도 등에 따라 달라질 수 있습니다 5살 자녀의 돌봄으로 시간적 심리적인 여유도 없는 만큼 증거수집 및 소송 과정에 있어서 조력을 받으시는 것을 권해드립니다. 
위 같은 사례의 경우 남편의 외도 행위로 인하여 심적으로 매우 고통스러움에도 불구하고 소송 과정과 비용에 있어 어려움이 많을 것으로 예상하어 망설이는 경우가 많지만, 상간녀 소송에서 귀하가 승소할 경우 상대방에게 「변호사 보수의 소송비용 산입에 관한 규칙」에 규정된 기준에 의한 일정 변호사 선임비용도 청구할 수 있고 소송을 진행하시어 질문자님께서 받으신 피해에 대해서 배상받는 것이 실익이 있겠습니다.
보다 세부적인 답변을 원하신다면 관련 자료를 종합 · 정리하여 변호사와 직접 상담을 하여 보시기 바라며 상담이 필요하시다면 일과시간에는 네임카드의 번호로, 긴급상담의 경우 프로필 클릭 후 기재되어 있는 휴대전화로 문의하시면 상담 도와드리겠습니다."
상간녀 소송,남편하고 이혼은 안하고 상간녀 소송에서 상간녀가 위자료를 지급해야 한다고 판결이 나면 상간녀 혼자 배상하는게 맞나요 아니면 남편하고 상간녀가 같이나누어 제게 배상하나요,"안녕하세요. 서울지방변호사회-네이버 지식iN 상담 변호사 송재성 입니다.
상간녀 혼자 위자료를 배상하게 됩니다만 추후 상간녀가 질문자님의 남편을 대상으로 구상금 청구소송을 진행할 수 있습니다. 
보다 세부적인 답변을 원하신다면 관련 자료를 종합 · 정리하여 변호사와 직접 상담을 하여 보시기 바라며 상담이 필요하시다면 일과시간에는 네임카드의 번호로, 긴급상담의 경우 프로필 클릭 후 기재되어 있는 휴대전화로 문의하시면 상담 도와드리겠습니다."
전세집 보증금 반환청구소송 문의드립니다.,"현재 전세집 1.5억에 살고 있는 세입자 이고,
약 한 달 뒤 계약 만료일입니다.
집주인이 내내 잠적하다가 이제서야 나타났는데
집주인 분이 돈이 없어서 방이 빠지면 돈을 준다고 하는데,
만료일 전에 방이 빠지면 다행이지만
현재 가압류도 하나 걸려있어 쉽지 않아보입니다.
만일 만료일 지나서도 보증금을 못받는 상황이면
그땐 저희가 ""전세보증금반환청구소송""을 걸수 있나요?
만료일부터 바로 효력이 발생하는 것인지 바로 진해도 되는지 궁금하고, 소송은 어떤식으로 진행해야 하는 것이고,
이런 경우 세입자는 반드시 승소하게 되어있는지 알고 싶습니다.
아니면 질 수도 있어서 저희가 불리해 질 수도 있는건가요?
저희는 지금 살고 있는 집도 괜찮기 때문에
소송을 걸어 경매를 진행해서 직접 낙찰받을 생각도 하고 있습니다. 이런경우 저희가 무사히 낙찰 받을수 있을까요?","안녕하세요. 서울지방변호사회-네이버 지식iN 상담 변호사 송재성 입니다.
계약상의 임대차기간이 만료함에 따라 발생하는 임차인의 목적물 반환의무와 임대인의 보증금 반환의무는 동시이행관계에 있습니다. 따라서 계약기간이 만료되면 임차인에 해당하는 귀하께서는 해당 주택을 명도하면서 임대차 보증금의 반환을 청구하는 것이 가능합니다. 물론 보증금반환채권에 대한 동시이행항변권을 근거로 해당 주택을 계속 점유하는 것도 가능합니다.
소송을 진행하는 경우에는 법원에 보증금 반환소송을 제기하면서 상대방 소유의 부동산가압류 및 채권가압류(통장 등) 등을 통해 압박하는 것도 효과적일 수 있습니다. 승소 후에는 판결문과 강제집행문을 발급받아 경매 신청 등 강제집행 절차를 진행할 수 있으니 참고하시길 바랍니다.
다만, 법적 절차와 관련하여 복합적인 상황을 모두 염두에 두고 소송을 진행해야 하는만큼 변호사와 상담 후 절차를 모색하여 진행하는 것도 고려해 보시길 바랍니다.
보다 세부적인 답변을 원하신다면 관련 자료를 종합 · 정리하여 변호사와 직접 상담을 하여 보시기 바라며 상담이 필요하시다면 일과시간에는 네임카드의 번호로, 긴급상담의 경우 프로필 클릭 후 기재되어 있는 휴대전화로 문의하시면 상담 도와드리겠습니다."
상간남소송 문의드립니다.,"아내가 직장 동료랑 바람을 피우는 걸 알게 되었습니다
둘이 같이 데이트 다니던 상간남 sns캡처랑 아내 카톡 내용은 다 갖고 있습니다
상간남소송을 하면 얼마나 받을 수 있는지 상간남소송 변호사 선임 비용이 궁금합니다
그리고 상간남소송 관련 서류를 남자 자택으로 보낼 수 있나요? 주소는 모르는데 전화번호만 알아도 가능한지 궁금합니다.","안녕하세요. 서울지방변호사회-네이버 지식iN 상담 변호사 송재성 입니다.
상간남의 휴대전화 번호를 알고 계신다면 추후 통신 3사 사실조회를 통하여 상간남의 집으로 소장을 보내는 것이 가능합니다.
상간남 위자료 소송 청구 금액의 경우 질문자님과 배우자와의 혼인 기간 및 그 가족관계, 부정행위의 기간 및 정도, 부정행위가 피해자의 혼인생활에 미친 영향, 부정행위가 발각된 경위 및 그 이후의 정황 등 여러 사정들을 종합하여, 위자료 액수가 정해지게 될 것입니다 - 대법원 2015. 5. 29. 선고 2013므 2441 판결 } 
다만 실무적으로 소송상 청구 금액의 경우 실제 법원에서 인정될 것으로 기대하는 위자료 금액보다 다액을 청구하기 마련입니다. 위 외도로 인하여 혼인 파탄에 이르렀다면 실무 및 경험상 5천만 원의 청구도 가능하겠습니다. 
변호사 비용의 경우 위자료 청구소송에서 귀하가 승소할 경우 상대방에게 「변호사 보수의 소송비 용산 입에 관한 규칙」에 규정된 기준에 의한 변호사 선임비용도 일부 청구할 수 있는 만큼 소송의 실익을 탐지하는 것보다는 증거 검토가 선행되어야겠으며 유선상 문의하신다면 질문자님과 비슷한 상간남 소송 과정에 있어서 성공사례 및 진행 방향에 있어 좀 더 상세한 답변 도와드리겠습니다."
상간남소송,"저는 그냥 중견기업에 재직중인 회사원입니다.. 아내와는 사내에서 만나서 결혼했습니다
결혼한지는 3년차고 아이는 없습니다.. 별탈없이 잘 지내고 있었는데 어느날 밤에 아내 부서 팀장이 술먹고 저한테 전화가 와서는 와이프 바꾸라고 와이프 간수 똑바로 하라고 니 와이프가 밖에서 뭐하고 하고 다니는 줄 아냐고 하는겁니다.. 저는 아내에게 자초지종을 물었고
그 팀장과 3개월 전부터 만남을 이어갔으며 최근 아내의 일방적인 이별통보 및 무시에 술을먹고 저렇게 연락을 한 것이었습니다.
다음날 아내는 휴가를 쓰고 그 팀장이 저를 찾아와서는 술김에 미쳤었다고 미안하다고 
제발 회사와 자기 가정에는 알리지말아달라고 사정을하며 그동안의 이야기를말했습니다. 
아내와 했던 이야기와는 다르게 만난기간은 2년이었고 아내가 일방적으로 자기를 무시하자 홧김에 전화했다고하는겁니다. 만날때부터 하는 내용들을 제가 다 녹음했습니다.
제가 궁금한건 상간남소송을 함에 있어 위 증거자료로 충분한지.. 아내한테 피해가 갈까 일단..회사에는 알리지 않고 남자의 집에만 소장을 보내고싶은데 가능한지 최대한 많은 금액을 청구하고싶은데 비슷한 사례가 있으시면 알려주시면 감사하겠습니다.. 두서없이 작성한 점 미안합니다..  ","안녕하세요. 서울지방변호사회-네이버 지식iN 상담 변호사 송재성 입니다.
위 내용만으로 충분히 상간남소송이 진행 가능합니다 상간남의 휴대전화 번호를 알고 계신다면 추후 통신 3사 사실조회를 통하여 상간남의 집으로 소장을 보내는 것이 가능합니다.
상간남 위자료 소송 청구 금액의 경우 질문자님과 배우자와의 혼인 기간 및 그 가족관계, 부정행위의 기간 및 정도, 부정행위가 피해자의 혼인생활에 미친 영향, 부정행위가 발각된 경위 및 그 이후의 정황 등 여러 사정들을 종합하여, 위자료 액수가 정해지게 될 것입니다 - 대법원 2015. 5. 29. 선고 2013므 2441 판결 } 다만 실무적으로 소송상 청구 금액의 경우 실제 법원에서 인정될 것으로 기대하는 위자료 금액보다 다액을 청구하기 마련입니다.  위 외도로 인하여 혼인 파탄에 이르렀다면 실무 및 경험상 5천만 원의 청구도 가능하겠습니다. 
일반적으로 위 사건 같은 경우 소송 자체는 단순한 경우가 많습니다 변호인 조력의 목적이 질문자님께서 중요하다고 생각하는 사안 및 목표를 성취하도록 돕는 것에 있기 때문에 소통이 중요합니다. 유선상 문의하신다면 질문자님과 비슷한 상간남 소송 과정에 있어서 성공사례 및 진행 방향에 있어 좀 더 상세한 답변 도와드리겠습니다."
공사대금 미결제건으로 가압류 신청하려고 하는데 절차와 방법좀 알려주세요 (내공200),"지방에서 건설회사 운영중인 사람입니다. (하청에 하청)
저희 본청에서 올해 2~5월치 공사대금 2500만원정도를 계속 결제를 안해주고
미루기만 하는데 더는 미룰수가 없어 민사소송을 진행하려고 합니다

어떤분들은 지급명령을 바로 걸으라고 하시는 분들도 있고 
어떤분들은 가압류를 먼저 걸어놓으라고 하시는 분들도 있는데
얘기 들어보니까 가압류부터 하는게 맞는거 같아서 가압류 신청을 하려고 하거든요

질문1. 가압류부터 걸어놓고 지급명령 신청하는게 좋은거는 맞나요?

질문2. 가압류 절차와 방법 상세히좀 부탁드립니다ㅠㅠ

내공200겁니다","안녕하세요. 서울지방변호사회-네이버 지식iN 상담 변호사 송재성 입니다.
사안과 같이 결국 공사대금청구소송 등의 민사소송을 진행하여야 하는 경우 채무자가 재산을 임의로 처분하거나 은닉하는 것을 방지하기 위하여 통상적으로 부동산가압류 및 채권가압류(통장 등)를 하는 것이 보통입니다. 즉, 금전채권 등에 대하여 추후 강제집행을 보전하기 위한 조치가 가압류입니다. 다만, 가압류는 상대적 효력밖에 없으며 채권을 추심하기 위하여는 결국 가압류를 한 후 소송을 거쳐 승소판결을 집행권원으로 하여 강제집행 절차를 밟으셔야 합니다.
가압류 신청은 서면으로 제출하여야 하는데 채무자 명의의 은행계좌나 소유 부동산 등에 광범위하게 가압류 신청을 할 수 있습니다. 다만, 채무자 명의의 재산을 파악하는 것이 중요하고 신청취지나 보전의 필요성 등 일반인이 사실 및 증거관계 등을 정확하게 이론구성하여 법적 대응을 하는 것이 쉽지는 않으므로 변호사의 조력을 받아 다각도로 방안을 모색하는 것도 고려해 보시길 바랍니다.
참고로 가압류 결정 시 법원은 채권자에게 담보제공을 명하게 되며, 채권자는 해당 금액을 보증보험증권이나 현금으로 납부하여야 합니다.
보다 세부적인 답변을 원하신다면 관련 자료를 종합 · 정리하여 변호사와 직접 상담을 하여 보시기 바라며 상담이 필요하시다면 일과시간에는 네임카드의 번호로, 긴급상담의 경우 프로필 클릭 후 기재되어 있는 휴대전화로 문의하시면 상담 도와드리겠습니다."
물품대금소송 걸렸습니다(울산),"당사자 유형 : 피고
소송 유형 : 물품대금청구 소송
소송 가액 : 168,000,000원
※ 답변 받으신 질문글 삭제하시면 강퇴될 수 있습니다.
사실관계는 아래와 같습니다.
▷ 물품대금청구 소송이 걸렸습니다.
내용이 좀 복잡합니다 ㅠㅠ. 의료법(1인1개소) 및 사무장병원이 같이 걸려있습니다. 어떻게 해야 할까요?
1. 본인은 2019년도2월경 A치과의사에게 해당치과에 본인명의로 치과를 개설하되 운영 및 병원으로 인한 민형사상 문제발생시 A치과의사가 모두책임지기로 하고, 진료는 본인이 하고 그에따른 월급을 A치과의사에게 지급받기로 하였다.
(1인1개소법 위반-걸려도 형사처벌약함, 공단보험금 환수조치 없어서 재산적으로도 안정)
2. 하지만 A치과의사가 실제주인이 아니라 비료의료인이 실제주인이라고 추정되는 내용이 같은 주변인의 증언과 정황으로 나타남. (이경우는 사무장병원처벌 제57조 제2항으로 사기죄가 성립되어서 엄중한 형사처벌과 공단보험금 환수조치가 내려짐 -> 개인파산)
3. 또한 실제주인인 사무장이 탈세도 많이 하는경우도 포착함.
4. 본인은 사무장이 단지1인1개소만 위반했으면 계속일할 생각이었으나 일하면서 알게 된2,3번 내용으로 인하여 무서워서 재직중에 계속 본인한테 피해안하게 보증(?) 및 세금납부를 여러차례 요청했으나 무시당함.
5. 결국 본인은 사무장이 관리하던 본인명의의사업자통장을 잠궈버리고 그 안에 있던 돈을 추후 낼 세금 및 보험공단환수금을 낼 목적으로 1.87억을 개인계좌로 이체하고 사무장이 2019년 10월경 치과를 다른치과의사한테 명의이전함
6. 결국 2021년 8월 사무장이 치과의사A의 회사명의로 1.68억 물품대금반환소송을 걸음. (치과재료비 및 임대료, 말도안되는 금액 부풀려고 청구함)
7. 또한 사무장과 A치과의사가 전국13개치과 사무장병원혐의로 올해 형사재판에서 사무장 1심 유죄판결을 받고 2심 진행중(본인건은 사건화 아직 안됨) 

(요약)하면 본인은 A치과의사가 실제주인인줄알고 걸려도 처벌이 약해 명의걸고 진료했으나 다른사람이 실제 주인 같았고, 탈세도 많이해서 본인도 나중에 피해가 클 것 같아서 치과사업자통장에 있던 돈을 A치과의사한테 세금 및 보험공단환수금 에 쓴다는 명목하게 본인계좌로 이체하였으나 사무장이 A치과의사 회사를 통해서 그 돈을 돌려달라고 물품대금소송 진행함. (횡령으로 고소를 못하는 이유가 이게 사무장 자기병원이라고 주장하면 추가건이 되서 올해유죄받은 판결에 후단이 가능성이 있음)
특이점은 이 소송은 물품대금반환소송 뿐만 아니라 의료법(1인1개소 or 사무장병원) 같이 걸려있습니다.
울산지방법원 사건입니다.","안녕하세요. 서울지방변호사회-네이버 지식iN 상담 변호사 송재성 입니다.
답변 작성 중입니다. 잠시만 기다려 주세요."
안녕하세요 한 언론사의 기자 상대로 집단소송을 하려는데요,"어떤 서류로 시작해야할지 몰라서 여쭙숩니다.

특정 기자사 단독 기사를 내었고 그 기사엔 특정회사의 큰 호재 내용이 담긴 기사였는데요

그 후 해당하는 주식회사의 사실무근 공시로 인한 피해 손실이 생겨 소송을 하려 합니다.

1. 기자가 뉴스 기사를 작성함에 앞서 사실이라고 판단할만한 근거가 있었는지에 대한 여부와 그 근거에대해 공개요청을 하려고 합니다.

2. 만일 공개요청 후 나온 근거가 주가조작이 의심된다면 차 후 손해배상을 진행하려 합니다

3. 불가능한 민사소송 인가요 ?
한 판례로 불특정 다수가 보는 뉴스기사가 주식투자의 논쟁을 불러일으킬만한 공공의 이해에 관한 사항이라고 판단 했던데 가능하지 않나요? 

그 보도내용이 진실이거나 진실이라고 믿은 데에 상당한 이유가 있었다면 그 근거에 대해 공개요청 하는 건데요

민사소송에서 항목을 증권관련집단소송으로 넣어야 할지 아니면 다른 공개정보요청만을 따로 할 수 있는지 여쭙습니다.


 ","안녕하세요. 서울지방변호사회-네이버 지식iN 상담 변호사 송재성 입니다.
언론이 동원된 전형적인 주가조작 사건일 가능성도 있어 보이는데, 작전세력들은 투자자들이 솔깃해 할 만한 내용을 언론에 흘린 다음 투자자들이 기사를 보고 몰려들면 재빨리 팔아넘기고 빠져나가 개인투자자들이 손실을 떠안는 형태가 되는 것이 일반적입니다. 이처럼 언론이 확인되지 않은 소문을 키우거나 기정사실화하고 힘을 실어주는 경우도 많은 것이 사실입니다.
언론사가 정확히 확인되지 않은 사실을 객관적 사실인 것처럼 기사화하여 보도한 경우 이로 인해 피해를 본 당사자들의 손해배상청구가 가능한지 여부가 문제될 것입니다. 특히 언론중재 및 피해구제 등에 관한 법률은 ""언론 등의 고의 또는 과실로 인한 위법행위로 인하여 재산상 손해를 입은 자는 그 손해에 대한 배상을 언론사 등에 청구할 수 있다""고 규정하고 있습니다.
언론기관은 보도에 앞서 적시된 사실의 내용, 근거나 자료의 확실성과 신빙성, 보도 내용의 진위 여부를 확인하기 위하여 충분한 취재를 해야 하고, 기사 내용이나 표현방법 등에 대하여도 신중을 기하여야 하는데 이러한 주의의무를 다하지 않았다면 손해배상 책임이 인정될 것이지만, 실제 언론보도 피해자들이 소송으로 체감하는 피해구제는 높지 않은 실정입니다. 
또한 정보공개청구제도는 ""공공기관""이 업무 수행 중 생산·접수하여 보유·관리하는 정보를 국민에게 공개함으로써 국민의 알권리를 보장하기 위한 제도이므로 해당 언론사가 공공기관의 정보공개에 관한 법률상 공공기관에 해당하는지 여부가 문제될 수도 있습니다.
다만, 최근 ‘허위·조작보도’를 낸 언론사에 대해 징벌적 손해배상을 청구하는 내용의 언론중재법 개정안이 소위원회에서 표결 처리된 바 있을 정도로 입법 노력이 한창인 분위기를 감안할 때, 집단적 피해의 효율적 구제를 위하여는 언론중재위원회의 언론피해구제절차나 이미 도입되어 있는 증권분야 집단소송제도를 활용하는 것이 바람직할 것으로 판단됩니다.
보다 세부적인 답변을 원하신다면 관련 자료를 종합 · 정리하여 변호사와 직접 상담을 하여 보시기 바라며 상담이 필요하시다면 일과시간에는 네임카드의 번호로, 긴급상담의 경우 프로필 클릭 후 기재되어 있는 휴대전화로 문의하시면 상담 도와드리겠습니다. "
상간녀소송대응 방법 문의,"제 직장으로 상간녀소송장이 왔어요, 청구금액이 5천만원이라 어떻게 해야할지 모르겠습니다... 이건으로 상대 남자는 퇴사한 상태구요 직장내에서 만났던거고 저도 해명하고싶은게 많은데.. 소장에 적힌 내용을 보니 황당한게 너무 많습니다. 답변서를 제출해야한다고 하던데
어떻게 해야하나요.. 남자 와 친하던 회사동료에게 물어보니 그쪽 가족은 이혼도 안한다는거 같다던데 남자가 수차례 저를 꼬신것도 있는데..저만 불이익을 받는 것 같아 너무 억울합니다..","안녕하세요. 서울지방변호사회-네이버 지식iN 상담 변호사 송재성 입니다.
상대 가정이 혼인 파탄에 이르지 않았는데도 5,000만 원의 위자료를 청구한 부분은 다소 과다한 것으로 예상되나 최근 상간녀 사건에 대한 법원의 태도는 상간녀 위자료 손해배상액이 점차적으로 증가하는 추세이기 때문에 상대가 유부남인 사실을 인지하신 상태에서 관계를 이어간 것이 명백하다면 신중하게 대응하셔야 하는 사건입니다.
 상간녀 위자료 소송 청구 금액의 경우 피해자와 피해자 남편의 혼인 기간 및 그 가족관계, 부정행위의 기간 및 정도, 부정행위가 피해자의 혼인생활에 미친 영향, 부정행위가 발각된 경위 및 그 이후의 정황 등 여러 사정들을 종합하여, 귀하가 원고에게 지급하여야 할 위자료 액수가 정하여지게 될 것입니다 - 대법원 2015. 5. 29. 선고 2013므 2441 판결 } 다만 실무적으로 소송상 청구 금액의 경우 실제 법원에서 인정될 것으로 기대하는 위자료 금액보다 다액을 청구하기 마련입니다.
일반적으로 위 사건 같은 경우 위자료 청구금액을 감액하기 위한 증거 검토 및 추후 유부남 남성을 상대로 상간녀 위자료 소송에서 지급한 위자료 금액 중 일부를 지급하여 달라는 구상금 소송을 제기하셔야 합니다.
공동 불법행위자들 내부 관계 부담 부분은 공동 불법행위자 과실 정도에 따라 정해지는데, 공동 불법행위자 중 1인이 자기의 부담 부분 이상을 변제하여 공동의 면책을 얻게 하였을 때에는 다른 공동 불법행위자에게 그 부담 부분의 비율에 따라 구상권 행사가 가능하다는 것이 판례(대법원 2002다 14112판결)
정리하자면 상대(원고)가 주장하는 내용들에 대하여 반박하여 위자료를 감액시킴과 동시에 추후 지급한 위자료에 일정 부분을 유부남에게 구상권을 청구하여 최대한 금전적인 피해를 최소화시키기 위해 노력하셔야 합니다. 
위 같은 상간녀 위자료 청구 소송 사건의 경우 법적인 대응 절차를 몰라 손해배상 책임을 홀로 감내하는 경우가 많고 위자료 청구금액 감액을 위한 노력을 소홀한 경우가 많습니다. 보유하신 증거 및 사건 내용에 따라 대응방법이 다르기 때문에 
보다 세부적인 답변을 원하신다면 관련 자료를 종합 · 정리하여 변호사와 직접 상담을 하여 보시기 바라며 상담이 필요하시다면 일과시간에는 네임카드의 번호로, 긴급상담의 경우 프로필 클릭 후 기재되어 있는 휴대전화로 문의하시면 상담 도와드리겠습니다."
